Word,Sentiment,Sentiment Confidence
daughter,negative,0.021446593
bday,positive,0.010471735
present,positive,0.0039705336
plz,positive,0.008199837
cstmr,positive,0.0007499475
srvc,negative,0.017742105
ctr,negative,0.018163998
100,negative,-0.0057536624
cricket,neutral,0.0106342845
kind,negative,0.01678798
disappointing,positive,0.010440044
automated,negative,0.018406082
reply,positive,0.01427016
frustrated,positive,0.010306593
bae,negative,0.019267067
man,neutral,0.020230021
blackmail,negative,0.020957425
£,positive,0.006357895
return,neutral,0.0071831476
nullify,positive,0.01376275
francisco,negative,0.020590339
scam,negative,0.017778177
miami,positive,-0.0070625916
newyork,positive,0.014982011
lga,negative,0.003993215
ltr,neutral,-0.015051073
sch,positive,0.015664663
530,neutral,0.005263321
tmw,neutral,0.0117466375
possible,negative,-0.0042476524
fll,negative,0.021281622
bwi,negative,0.0062601045
strand,neutral,0.019193318
fail,negative,0.015893657
connect,neutral,0.016629566
incur,neutral,0.016051505
4097,positive,0.021306023
bna,negative,0.012471724
worth,positive,0.01988313
850,neutral,-0.007657253
sigh,positive,0.019513153
teyana,neutral,0.001986025
taylor,negative,0.020097408
performing,neutral,-0.0012908392
medusafriday,negative,0.012898169
227,positive,0.01988567
till11,negative,0.015254386
themenofbusiness,neutral,0.015925612
flightly,positive,0.011513539
though,neutral,0.019322269
anticipate,positive,0.00314245
weatherrelate,positive,0.01261957
flightd,positive,0.009400552
flightation,positive,0.014997553
afternoon,negative,-0.0021121968
aus,neutral,0.010886174
broken,negative,0.0033464842
jetway,neutral,0.0015051384
maybe,positive,0.006956199
shannon,positive,0.008978663
pty,positive,0.019421164
pit,neutral,0.01467441
iah,neutral,0.016104568
rno,neutral,-3.879331e-05
nonstop,neutral,0.010965735
6,negative,0.013822157
notfriendly,negative,0.019293744
repeat,positive,0.0055739135
idk,neutral,0.015339237
expect,neutral,0.00072876364
yr,positive,0.00013064966
who,neutral,0.0053189844
pass,negative,0.013177197
full,negative,0.019010603
explanation,negative,0.008136407
doc,negative,0.020226337
frozen,negative,0.01928905
toilet,positive,0.0073285177
ua3466,positive,0.010376845
share,positive,0.018223792
detail,neutral,0.020768713
frankpostsecretcom,neutral,0.0012788307
tsapre,positive,0.0074165985
listening,positive,-0.0016490985
pedophile,neutral,0.0071322583
split,positive,-0.0078447675
1254,neutral,0.017090864
crazy,positive,0.019583225
beautiful,negative,0.003056461
shot,positive,0.020394705
flyfi,positive,-0.008085401
welcome,negative,0.019433867
quickie,neutral,0.011627242
consider,positive,0.008895973
accessibility,positive,0.034908097
absolute,negative,0.010305103
equality,neutral,0.005531976
train,neutral,0.008373769
correct,positive,0.0031891633
protocol,negative,0.01813548
411,positive,0.007160157
evrytime,negative,0.018357355
understandable,neutral,0.013719913
inbound,neutral,0.016655736
fun,neutral,0.01502236
especially,positive,0.015603371
choice,negative,0.019854005
lol,negative,0.016931612
curvygirltravel,positive,0.019399688
further,negative,0.018032078
decision,neutral,0.015781607
scotch,negative,0.008562144
rock,neutral,0.021016367
control,negative,0.020193346
drunk,neutral,0.015367571
sister,neutral,0.01876653
cop,negative,0.020613104
sort,neutral,0.020859629
145,positive,0.018360272
200pm,positive,0.006257832
140pm,neutral,0.0059935767
capt,negative,-0.0066352645
smoothie,negative,0.016125832
ass,neutral,0.0035816245
twitterliterate,neutral,-0.0048637893
18hrs,neutral,-0.001956312
system,neutral,0.020724677
representative,neutral,-0.006062393
w,neutral,0.0060315914
flightlation,neutral,0.0011247341
text,neutral,0.0026627462
bushleague,positive,0.018700343
weakservice,negative,-0.010753974
condition,positive,0.010359362
bos,negative,0.010756396
ua994,neutral,0.015862014
appear,negative,0.019262511
fa,negative,0.009852245
443min,positive,0.017998688
avoidable,neutral,0.020133354
nonweather,negative,-0.00617967
appreciation,negative,0.006112039
goldenticket,neutral,0.0005412288
notify,neutral,0.019164085
record,positive,0.0032390095
locator,positive,0.015452687
customerservice,neutral,0.013600506
bus,neutral,0.018684115
portland,positive,0.0024329368
maine,neutral,0.013401344
cover,positive,-0.0024196617
platinum,negative,0.0197149
member,neutral,-0.002991138
profit,neutral,0.00023137033
roc,neutral,0.012322497
snowy,negative,0.007763006
substitute,positive,-0.005860403
bf,neutral,0.016742852
lounge,positive,0.008273259
offer,positive,0.019103173
cry,positive,0.019812189
tequila,negative,0.017883662
emergency,neutral,0.014206093
aa65,negative,0.010291927
divert,positive,0.008824987
heathrow,negative,0.021415312
zurichnew,negative,0.019451026
york,negative,0.0021434817
thanks,neutral,0.0146193355
mco,negative,0.018271469
flightlationyou,positive,-0.0043602046
maybemange,positive,0.016068969
alittlebetter,positive,0.011809718
lax,neutral,0.013727356
howisthatpossible,neutral,0.020528287
withu,negative,0.020828873
175,positive,0.011008967
hot,neutral,0.0074314643
ventilation,negative,0.021345928
nominate,negative,0.018602952
film,positive,0.010700963
35000,neutral,0.0023141913
foot,neutral,0.0057366733
meetthefleet,negative,0.02098497
747,neutral,-0.0034359973
777,negative,0.00021029823
jfklhr,negative,0.014956273
fast,negative,0.008320402
513,positive,0.016283225
mph,neutral,0.014655266
tailwind,neutral,0.009421194
trouble,neutral,0.008126503
nobody,positive,0.015108794
pri,positive,0.007371092
active,neutral,0.0014350712
military,positive,0.0042730067
uniform,neutral,0.019698836
90,negative,0.019842457
opsec,negative,0.009314083
reason,negative,0.014078405
official,negative,0.016042583
engine,negative,0.0019747876
troubleshot,negative,-0.01632972
paranoid,positive,0.004032634
country,negative,0.015665974
rad,positive,0.0045104176
baby,positive,0.018055856
flier,positive,0.013943892
charlotte,negative,0.013618328
8thtime5monthsold,negative,0.017767407
orleans,positive,-0.0069050277
shiver,negative,0.01932171
forevercold,negative,-0.0038921665
stillbut,neutral,0.019607723
annoying,neutral,0.015362978
stop,negative,0.007409239
enter,neutral,0.015877496
contest,positive,0.017925207
death,neutral,0.018224679
despite,negative,0.016183168
2days,negative,0.016996238
neveragain,positive,0.015054643
bro,positive,0.009101804
terminal,negative,0.009660298
bosnia,negative,0.018383354
pic,positive,0.007942902
dang,positive,0.010461185
pandora,negative,0.018005922
push,neutral,0.017301288
likely,neutral,0.016615842
definitely,negative,0.009493353
equipment,negative,0.0036724806
allow,positive,0.019774303
md80,neutral,0.018104948
faail,neutral,0.0028859414
mci,neutral,0.0025851354
advise,negative,-0.010375966
gas,neutral,-0.006279205
too,neutral,-0.0016534887
action,positive,0.10838242
mis,positive,0.018384155
fran,neutral,-0.003191799
media,negative,0.014889423
rate,neutral,0.02067579
anywhere,neutral,0.014409766
concert,negative,0.018361736
kphl,neutral,0.011670392
food,neutral,-0.019438213
polite,positive,0.014657728
habitually,negative,0.012151893
case,negative,0.011777308
pretty,positive,0.018102437
signal,negative,0.016456727
disconnect,positive,0.0017334707
federal,neutral,0.004007956
regulation,negative,0.0123579055
prohibit,positive,0.003975082
separate,neutral,0.019304864
bagyet,negative,-0.0006948989
inconvenience,positive,0.005894212
month,negative,-0.001429921
5431,neutral,0.0035894215
flight2031,negative,0.006013654
hell,positive,0.009061575
kill,neutral,0.013592966
3060,neutral,0.021232218
muzak,neutral,0.017404001
constant,negative,0.011475414
commercial,positive,0.019111011
urgentlyget,negative,-0.0015186034
sweet,positive,0.020408
policy,negative,0.016894653
procedure,negative,0.014855973
usairwayssuck,neutral,-0.010026094
facewithtearsofjoy,neutral,0.014521468
reschedule,neutral,0.02120816
mechanical,negative,0.013780355
precipitation,negative,0.011383053
charm,negative,0.013373204
rever,positive,0.015452091
agt,neutral,0.01576791
1130,positive,-0.0046496335
oopsno,negative,0.021261878
function,positive,0.020552598
fairly,positive,0.006935697
702,negative,0.017786343
epicfail,negative,0.014438499
24hrs,neutral,0.013947308
support,neutral,0.00043073855
workersinstead,positive,0.018646147
timco,negative,0.0058271866
4487,positive,0.017826214
terrific,positive,0.018145923
groundpoutingface,positive,0.01896682
schedule,positive,-0.0066550896
october,positive,0.07948038
columbus,negative,0.014049649
wknd,neutral,0.013516456
england,neutral,0.00971093
50k,positive,0.014016405
calendar,neutral,0.016330462
page,positive,0.01649284
ohead,neutral,0.021511361
26,negative,0.019444086
hasshe,negative,0.015614465
loststolen,positive,0.011912793
thumbsdown,positive,0.008490769
greeting,neutral,0.020804118
canada,positive,0.010556925
yvr,positive,0.01194559
dcazero,neutral,0.0072061624
faithful,negative,0.019244097
traveler,negative,0.019726474
lady,positive,0.010847252
track,positive,0.0057946146
clutch,neutral,0.019384041
raisinghandsraisinghand,negative,0.00856399
perfect,neutral,0.019909635
wervirgin,negative,-0.0076299394
nyc,negative,0.01624034
area,negative,0.012524132
cheap,negative,0.013839826
bkk,negative,0.0077889655
nrt,neutral,0.018661793
356,positive,0.006773213
mexico,negative,0.019091647
september,neutral,0.00022994354
affordable,negative,0.020178642
funny,positive,0.010050133
confused,negative,0.005738018
whether,negative,0.013734333
value,positive,0.018941887
remain,neutral,0.006603392
window,negative,0.0039718878
n366sw,neutral,0.0096359905
luv,negative,0.018672764
wonderful,neutral,0.021440715
claim,neutral,0.005070256
wastedtime,negative,0.009020431
withyou,neutral,0.015438985
courtesy,neutral,-0.0072791073
sunset,neutral,-0.0085959565
globe,neutral,0.0012608934
backtowinter,neutral,0.021108396
refresh,positive,-0.00031175278
referral,negative,0.012153156
milageplus,positive,0.017632242
explorer,negative,0.0117757805
save,negative,0.008196354
sanity,negative,0.016867477
behind,positive,0.01737848
sunshine,neutral,0.015070688
escape,positive,0.017576057
fl,neutral,0.007308591
bliss,positive,0.006283406
indenial,neutral,0.011220373
whatfrozenpipe,positive,0.017404448
hello,neutral,0.004806429
unite,negative,0.021284986
city,negative,0.017475478
office,negative,0.015224531
attitude,negative,0.015413243
monday,neutral,0.021079145
mostly,neutral,0.018200506
inflight,neutral,0.00041883253
sorrynotsorry,neutral,-0.0051140618
jbi,negative,0.009949487
guess,neutral,0.0049093943
squished,neutral,0.013592761
disappointedface,neutral,0.0033974554
head,neutral,0.018868621
dynamite,negative,0.008425461
awful,neutral,0.014274012
victoria,negative,-0.015132435
stl,negative,0.0044186134
condescending,positive,-0.0036766212
miraculously,neutral,0.016909845
kudo,neutral,0.020970542
shoe,neutral,0.0016919803
my,positive,0.004741203
gosh,negative,-0.003850799
premier,positive,-0.015287347
confirm,negative,0.012410551
compensation,neutral,-0.0076068733
guysfor,negative,0.017951094
those,negative,0.0074472055
three,negative,0.018941171
easy,neutral,0.009582849
3130,neutral,0.006400848
720,negative,0.005480077
pbi,neutral,0.015313119
position,neutral,0.020062558
c42,negative,0.01971884
overbooke,positive,0.007989902
committed,negative,-0.002566535
continentalairline,positive,0.011072665
remember,positive,0.014377214
communicationfail,neutral,0.013197869
status,positive,-0.017506722
bug,negative,0.00958229
search,neutral,0.013769954
1k2,negative,0.003703447
mm,negative,0.02114591
miler,negative,0.014212403
disconnected,neutral,0.019840766
warm,positive,0.0005357824
island,positive,0.01720507
workforce,negative,0.009980172
against,positive,0.01565722
cool,positive,0.014273159
grouchy,positive,0.008197097
636,negative,0.0016488936
complimentarybeveragesneede,neutral,0.013079081
waaaaaaite,neutral,0.0154843405
el,neutral,-0.0037332792
paso,positive,0.01493749
aa504,neutral,0.018761322
sat,neutral,0.016062532
aa200,negative,0.0088451095
carryon,positive,0.01881633
packingayak,negative,0.021383312
locate,neutral,0.013009332
frustrating,neutral,0.0038290601
son,neutral,0.019344624
zfv,negative,0.010983467
yyz,neutral,-0.0010089129
baggagelost,neutral,0.009846624
nightmare,negative,0.021178264
side,neutral,0.0088762455
disaster,positive,0.0019735452
cuz,positive,-0.0031740982
jet,neutral,0.014245983
slide,neutral,0.0073477123
taxiway,negative,-0.00034740567
story,positive,0.002609156
understaffe,neutral,0.006277358
labor,positive,0.018931467
slowdown,positive,-0.014911862
disregard,negative,0.01690207
1030pm,neutral,0.020224497
hardworke,negative,0.01354824
infrastructure,positive,0.008582968
horrid,positive,0.013280701
massivefail,negative,0.017132945
failphone,neutral,0.017306376
unplanned,negative,0.0013797916
pressurization,neutral,0.013607811
failure,neutral,0.021230217
pain,negative,0.018849723
avail,neutral,0.017582223
far,neutral,0.006798029
routing,positive,0.020704139
1k,positive,0.0021929387
match,negative,0.02093425
corporate,neutral,0.007610623
phoenix,neutral,0.00614376
grief,positive,0.017124597
0400,positive,-0.013341387
husband,positive,0.012245752
misspell,negative,0.013590198
storm,negative,0.017989688
pat,positive,0.014904965
doyourjob,positive,0.014060412
lax29108,negative,0.018907797
m,positive,0.0068574063
cruise,positive,-0.006043501
glad,neutral,0.013372336
siberia,neutral,0.002393635
usa,negative,0.020203758
oy,negative,0.020385925
surprise,positive,0.018934522
doubletriple,neutral,-0.008854035
compensate,positive,0.018279236
1142,negative,0.018338349
bet,positive,-0.008964522
bird,positive,-0.017594557
wish,negative,0.014092807
flown,neutral,-0.008654252
south,neutral,0.011832524
winter,neutral,0.014932513
tool,neutral,0.017065391
shock,negative,-0.011614784
absorber,positive,0.0047910754
