Predictions,Text
1,airline user -pron- want go home tonight -pron- cancel flight last leg -pron- reserv without -pron- permission ph6rps
7,airline stress rude agent overwhelm delyd flight lasden 1657 yell several people pretty friendlyskie
2,airline land boston 9 last night 15 hour traveling rough tho
1,airline fail -pron- cancel flightle -pron- flight frm gjt use -pron- reserv home iah sea reflight booking problem without -pron- permission ph6rps
4,airline make -pron- fly list airline wait connector late flight stick iah
2,airline also mere fact go online issue statement vice call talk directly one good example
3,airline weekend deal -pron- company would say otherwise
6,airline flight go get plane businesstravel goodenoughmother
2,airline proper response sorry -pron- wait flight -pron- -pron- look issue user would handle
0,airline -pron- customer service terrible stand inline 3 hour flight 4 hour late flightr still bagdisgutedindenver
4,airline -pron- inadequate accident
7,airline boarding time show 35 min -pron- gate agent start 45 show 400 -pron- check bag
4,airline agent las let 20 customer know -pron- help -pron- rebook delay flight den unfriendlyskie
2,airline empathize -pron- disappointment 1stclass flight withnonworking entertainmnt worth 50 unfriendlyskie
2,airline work
3,airline search mileage ticket bom could find single one saver award see -pron- play earn mile use -pron-
1,airline flight arrive 30 minute early -pron- wait hour -pron- bag
2,airline issue fact one even call despite promise confirm bag location
2,airline still wait hear back -pron- wallet steal one -pron- plane would appreciate resolution
2,airline user lose -pron- baggage … hear different thing different employee user user say nothing
0,airline cs think mile repair damage -pron- interesting -pron- travel airline exp bad flight ever
6,airline sign notification first trip update sure happen
1,airline line -pron- response wait tomorrow morning flight overbooke
7,airline take exact aircraft lax 3 day ago -pron- fit problem agent today tell nonsense policy change
3,airline -pron- helpful agent club help baggage fee night -pron- lifestop business user
2,airline never hear
3,otherairline charge ticket change fee -pron- incur mysterious cost -pron- incur user
2,airline exhausted frustrated link fb post abt -pron- travel issue
6,airline deny get plane witho get chance prove -pron- fit rookie read -pron- bio
6,airline never experience bad customer service place blame codeshare partner assume responsibility unacceptable
5,airline currently board check terrible staff rude expensive luggage throw around etc
4,airline fuck void -pron- ticket keep -pron- money even apology never fly -pron- airline unitedairline
7,airline bad customer svc kevin rep call center must investigate -pron- baggage lose help argument
3,airline sell ticket user terrible service ua staff reach silver
6,airline get demote gold cuz -pron- hubby get 100 pqd tho enuf spend 4 goldsspousaldiscriminationangry
0,airline yes lot -pron- terrible customer service newark despite raise complaint -pron- ignore hence tweet
0,airline lovely new plane lga ord power outlet
5,airline tweet -pron- number reveal -pron- home address anyone web
1,airline file delayed bag report saturday -pron- flight cancel flightled never go anywhere
5,airline need -pron- -pron- land -pron- ewr baggage claim file -pron- send employee droppeditoffyet
4,airline rarely cease amazefor bad hope last time fly -pron-
7,airline icloud -pron- yet please help 917 703 1472
2,airline response back
6,airline atrocious customer service
5,airline albanyairport delay departure check bag gate claim space fill walk open space delay poorcustomerservice
1,airline -pron- cancel flight -pron- flight reason -pron- phone hour -pron- vacation
6,airline user -pron- response shake -pron- head back forth tsk -pron- betterfrom customer service -pron- apology
5,airline course bag frustrate
0,airline -pron- bad avoid -pron- like plague
5,airline bad airline world
7,airline someone need dm -pron- resolve correctly extremely disappointed service receive terrible management
6,airline premier gold desk change flight waif fee give -pron- wrong flight jana acosta salt lake refuse service angry
3,airline give -pron- one thing -pron- consistent unfortunately -pron- consistent -pron- job well alwaysdelayedonunited
6,airline right angry
4,airline first time fly united also last time terrible back user -pron- branson virginatlantic unitedairline
6,airline use committed continentalairline flyer merger remember switch otherairline communicationfail
3,airline least -pron- could offer -pron- ticket coach instead cancel flight -pron- reservation -pron- glitch notfair
2,airline say make flight poornoncommunication unaccounted lose time lot frustrated flyer stand around
2,airline think dm would well
1,airline gate announcement state delay due maintenance yet app say late flight arrive aircraft tell truth user
2,airline -pron- easily bad company ever experience -pron- lose someone personal possession -pron- could care less
1,airline -pron- app show arrive aircraft early depart flight delay due late flight arrive aircraft user
4,airline already airport 12 hrs late flightr -pron- still -pron- guy really kill -pron- today try stay positive
3,airline united service level reach etihad let realistically lufthansa ill consider -pron-
4,airline really someone call sick someone forget call replacement hour late flight take theworst
2,airline ask flight attendant typical compensation would say -pron- may get free tv unacceptable
7,airline disappointment today simply put rather unpleased thing currently flight delay wait get home
6,airline round trip -pron- nonenglish speaking friend strand twice 12 hour time staff member rude
6,airline find group people actually hate people isis right united airlines
4,airline nope walk orf terminal united agent find show user last minute board -pron- many panicked people
6,airline time finally get dallas could drive less frustration cheap
6,airline try get -pron- final destination -pron- need compensation 2hrs personal time waste
6,airline guy really customer service cluecould spend effort clearing bin rollerboard instead art project mine
7,airline -pron- put -pron- bag plane seattle flight 1212 wait line talk someone -pron- bag status matter
2,airline user hahaha -pron- american company would say great sarcasm
2,airline think -pron- actually like -pron- screen user smilingfacewithopenmouthsmilingfacewithopenmouthsmilingfacewithopenmouth
5,airline apparently -pron- ask 20 people board planehow big miscalculation make
2,airline -pron- shame choose united may difference reunite age friend never see -pron- poorservice
6,airline check status -pron- claim -pron- go 2 month attention -pron- upset
1,airline -pron- flight delay due maintenance lit cause -pron- miss -pron- connection iah msy -pron- help
1,airline unitedairline pls fix aspenbaggagefail issue pay -pron- way aspen flight cancel flight leave -pron- cold den
2,airline read -pron- bio see work never encounter -pron- airline disappoint understatement
2,airline customer care email phone rep speak -pron- many issue -pron- place 2000 character
7,airline process recover -pron- car rental condo rental florida -pron- call united alternate flight noanswer
4,airline -pron- wait tarmac 1hr apparently ua1116 overweight -pron- return gate wtf fb
5,airline thank -pron- mention board -pron- ask 1other person measure -pron- bag -pron- another woman man ask
