tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,locations_from_text
5.7016E+17,negative,0.6775,Customer Service Issue,0.3513,United,,FreedomFilmNJ,,0,united terminal at mia should have food open before 5am esp when there are flights at 6am two hours early like recommended cant eat,,24/02/2015 01:54,New York,Eastern Time (US & Canada),[{'to': 'mia'}]
5.70152E+17,negative,1,Late Flight,1,United,,DJPartyMarty,,0,united it was ua flight 1001 now im currently stuck in portland because i missed my ride because of the 3 hour delay getmartyhome,"[45.58711296, -122.58038932]",24/02/2015 01:22,,Pacific Time (US & Canada),[{'to': 'portland'}]
5.70144E+17,negative,0.69,Lost Luggage,0.69,United,,michaelsalinger,,0,united how we looking on getting those bags to lusaka,,24/02/2015 00:51,"mentor, Ohio",Eastern Time (US & Canada),[{'to': 'lusaka'}]
5.70107E+17,neutral,0.6738,,0,United,,fairplay500,,0,united this is not a local united number for malaysia   0011 80055558000 what is your local united airlines here in kuala lumpur  kul ,"[0.0, 0.0]",23/02/2015 22:24,Huntsville AL USA,Central Time (US & Canada),[{'to': 'kuala lumpur'}]
5.70105E+17,negative,0.6492,Lost Luggage,0.6492,United,,kevinforgoogle,,0,united but they are not lady one phone says its in tel aviv tel aviv united says its in newark no one knows and i have nothing,,23/02/2015 22:18,"San Francisco, CA",,"[{'to': 'tel aviv'}, {'to': 'newark'}]"
5.70097E+17,negative,1,Late Flight,1,United,,DavidRogerswork,,0,united on 4124 arriving two hours late flight into clt now sitting on the tarmac while they move a plane from the gate unhappy customer,,23/02/2015 21:46,,,[{'to': 'clt'}]
5.70096E+17,negative,1,Customer Service Issue,1,United,,real_steve_ward,,0,united thanks might want to fix this line our customer care team is currently responding to most inquiries within 710 business days,,23/02/2015 21:42,Chicago / Orlando / airplanes,Eastern Time (US & Canada),[{'to': 'most'}]
5.70095E+17,positive,1,,,United,,The_Playmaker20,,0,united we just flew with united from aus austin bergstrom to cancun intl best flight ever the 737s are not too big not too small,,23/02/2015 21:38,,,[{'from': 'aus'}]
5.70093E+17,negative,1,Customer Service Issue,0.346,United,,lindaSWC,,1,united at its worse cant figure how to pack plane screws up connectns then claims no hotl rooms in san fran for stranded pax way to go,,23/02/2015 21:27,,,[{'to': 'san'}]
5.70092E+17,negative,1,Late Flight,0.6876,United,,RissaWissa,,0,hey united why does the flight from iah to pos leave so late flight and the one back to iah so early i rather get to pos earlier,,23/02/2015 21:25,,America/Chicago,"[{'from': 'iah'}, {'from': 'iah'}, {'to': 'iah'}]"
5.70091E+17,negative,1,Cancelled Flight,1,United,,Meyer47,,1,united the people at the counter have been very helpful as you can see nobody is there flight to austin 1055 and still sitting here,,23/02/2015 21:21,Iowa,,[{'to': 'austin'}]
5.70089E+17,neutral,1,,,United,,paula1231970,,0,united what time does check in open for flight no ua80 from manchester to newark today ,"[53.36729431, -2.27861694]",23/02/2015 21:12,,London,"[{'from': 'manchester'}, {'from': 'manchester', 'to': 'newark'}]"
5.70087E+17,negative,1,Late Flight,1,United,,macefaceeeee,,1,united yea get me to phoenix already delays all day with you people its bullshit,,23/02/2015 21:05,,Pacific Time (US & Canada),[{'to': 'phoenix'}]
5.70083E+17,negative,1,Flight Attendant Complaints,1,United,,KeenanPam,,0,united in ord waited 20 min after crew members left before gate items came flight attendant sarcastically said good luck and walked away,,23/02/2015 20:50,,,[{'to': 'ord'}]
5.70081E+17,neutral,1,,,United,,Siv,,0,united our vacations going to be ruined with 3 days of rain   the change fee for 2 of us is nearly cost of original flight can you help,"[37.7994546, -122.427629]",23/02/2015 20:42,"San Francisco, CA",Pacific Time (US & Canada),[{'to': 'of'}]
5.7008E+17,negative,1,Late Flight,1,United,,MelanieSpring,,0,united can you ask your guys with flight 1146 to bwi to wait for us to get off a delayed flight from san diego pretty please,,23/02/2015 20:36,"Washington, DC",Eastern Time (US & Canada),"[{'to': 'bwi'}, {'from': 'bwi'}, {'from': 'san diego'}]"
5.70074E+17,positive,0.6634,,0,United,,Meyer47,,1,united you guys continue to impress me in houston ,,23/02/2015 20:12,Iowa,,[{'to': 'houston'}]
5.70072E+17,neutral,1,,,United,,The5y5Adm1n,,0,united please help i am in ethiopia adopting a two year old child have an existing confirmation  need to add child to reservation,,23/02/2015 20:06,,,[{'to': 'add'}]
5.70067E+17,negative,1,Lost Luggage,1,United,,ColtonWoytas,,1,united connection at ord was on the exact same plane again checked carryon was apparently taken off amp left in chicago pretty ridiculous,,23/02/2015 19:46,NY,Mountain Time (US & Canada),"[{'to': 'ord'}, {'to': 'chicago'}]"
5.70065E+17,negative,0.6957,Lost Luggage,0.6957,United,,michaelsalinger,,0,united yes in lusaka zambia my guess is the bags never made the plane at iad,,23/02/2015 19:38,"mentor, Ohio",Eastern Time (US & Canada),"[{'to': 'lusaka'}, {'to': 'iad'}]"
5.70064E+17,negative,1,Late Flight,1,United,,RyanMagovs,,0,united late flight to denver late flight to newarklets not even get into the disaster that was checking bags unacceptable,,23/02/2015 19:33,,,[{'to': 'denver'}]
5.7006E+17,negative,1,Late Flight,1,United,,whs1973,,0,united ua276 sitting at ewr nearly an hour after sked  pilot says computers down but no clue when we will leave  can you help,,23/02/2015 19:16,,,[{'to': 'ewr'}]
5.70055E+17,positive,1,,,United,,AlexanderKrach,,0,united terrific many thanks looking forward to being back on ua tomorrow had a great flight up to vancouver,,23/02/2015 18:56,,Pacific Time (US & Canada),[{'to': 'vancouver'}]
5.70053E+17,negative,1,Late Flight,1,United,,stopz,,0,united  what is the real deal with the delay on flight ua 1032 from denver to vegas,,23/02/2015 18:51,,,"[{'from': 'denver'}, {'from': 'denver'}]"
5.70053E+17,negative,1,Flight Attendant Complaints,1,United,,CharlieGMoney,,0,united ua63 from madrid arrived no agent mass confusion we sent to and fro by 3 ua employees maryjo was rude and unhelpful,"[41.97758714, -87.91388554]",23/02/2015 18:51,"Chicago, IL",,[{'from': 'madrid'}]
5.7005E+17,neutral,0.6702,,0,United,,AndyA3,,0,united the aircraft closest to gate was for the other flight and the one closest to our gate was going to chicago,,23/02/2015 18:39,San Francisco,Pacific Time (US & Canada),[{'to': 'chicago'}]
5.70044E+17,neutral,1,,,United,,DeputyBrans,,0,united do you have any flights with lie flat seating from stl to pdx around the date of march 5,,23/02/2015 18:14,,,"[{'from': 'stl'}, {'from': 'stl', 'to': 'pdx'}]"
5.70041E+17,positive,1,,,United,,Clking_sf,,0,united thanks to karen salisbury at iah for amazing customer service  found my daughters bag lost on ua1516  made her day,,23/02/2015 18:00,Silicon Valley,Central Time (US & Canada),[{'to': 'iah'}]
5.7004E+17,neutral,1,,,United,,rdowning76,,0,united renoairport hi when do direct flights from houston to reno begin  dont see any days in march,,23/02/2015 17:57,usa,,"[{'from': 'houston'}, {'from': 'houston', 'to': 'reno'}, {'to': 'march'}]"
5.70039E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,united how do you lose a gate checked bag den to ord direct flight ugh,,23/02/2015 17:53,"Colorado Springs, Colorado USA",Mountain Time (US & Canada),"[{'from': 'den', 'to': 'ord'}]"
5.70038E+17,negative,1,Lost Luggage,1,United,,Ted_Bray,,0,united caught earlier flight to ord gate checked bag and youve lost it at ohare original flight lands in 20minutes frustrating,,23/02/2015 17:50,"Colorado Springs, Colorado USA",Mountain Time (US & Canada),[{'to': 'ord'}]
5.70031E+17,neutral,1,,,United,,AlexanderKrach,,0,united greetings ua club member here any idea if i can use the air canada lounge at yvr flying ua tomorrow,,23/02/2015 17:21,,Pacific Time (US & Canada),[{'to': 'yvr'}]
5.70027E+17,negative,1,Customer Service Issue,0.3639,United,,tpensari,,0,united diverted and missed our connecting flight was just told that my bag is on its way to msy if you only had people that cared,,23/02/2015 17:04,,,[{'to': 'msy'}]
5.70025E+17,negative,1,Flight Attendant Complaints,0.6634,United,,gregriv,,0,united male agnt in las threatens canadian cust when cust takes pic of him at gate after agents announce cant help rebook friendlyskies,,23/02/2015 16:57,"Cleveland, OH",,[{'to': 'las'}]
5.70023E+17,negative,0.6774,Bad Flight,0.3441,United,,nbhdsheila,,0,united landed in boston at 9 last night  the 15 hours of traveling was rough tho,,23/02/2015 16:51,Boston,Eastern Time (US & Canada),[{'to': 'boston'}]
5.70023E+17,negative,1,Cancelled Flight,0.3603,United,,Apollochplayers,,1,united fail you cancelled flightled our flight frm gjt and then used our reserv home to iah from sea for reflight booking problems without our permission ph6rps,,23/02/2015 16:49,"Houston, TX",,"[{'to': 'iah'}, {'from': 'sea'}]"
5.70022E+17,negative,1,Late Flight,0.6559,United,,hefeman,,0,united has made my no fly list other airlines wait when connector late flight stuck in iah,,23/02/2015 16:48,Austin,Central Time (US & Canada),[{'to': 'iah'}]
5.70021E+17,positive,1,,,United,,jalvich,,0,united thank you i flew into newark from vaileagle,,23/02/2015 16:42,,Eastern Time (US & Canada),[{'to': 'newark'}]
5.70015E+17,negative,1,Flight Attendant Complaints,0.6551,United,,CengageTeamUP,,1,united agent in las letting 20 customers know they cant help them rebook delayed flight to den unfriendlyskies ,,23/02/2015 16:17,,Eastern Time (US & Canada),"[{'to': 'las'}, {'to': 'den'}]"
5.70012E+17,negative,1,Flight Booking Problems,1,United,,frqnttraveler,,0,united searched for mileage tickets to bom couldnt find a single one is saver awards  i see how you play  earn miles but cant use them,,23/02/2015 16:05,california,,[{'to': 'bom'}]
5.70007E+17,neutral,0.6612,,0,United,,JawnRedcorn,,0,united i would love if someone could get me back to austin tonight and i do not wish to wait til tomorrow morning,,23/02/2015 15:47,Ausvegas,Central Time (US & Canada),[{'to': 'austin'}]
5.70002E+17,negative,1,Customer Service Issue,0.6466,United,,aliasboogie,,0,united i took the exact same aircraft in to lax 3 days ago it fit no problem the agent today told some nonsense about a policy change,,23/02/2015 15:27,"New York City, NY",Eastern Time (US & Canada),[{'to': 'lax'}]
5.69994E+17,neutral,0.6742,,0,United,,MisterDJW,,0,united when will direct flights from belfast intl to newark resume from their winter break thanks,,23/02/2015 14:55,,,"[{'from': 'belfast'}, {'to': 'newark'}]"
5.69992E+17,negative,1,Customer Service Issue,1,United,,jasonpblakey,,0,united yes lots you have terrible customer service at newark and despite raising a complaint there we were ignored hence the tweet,"[40.6992418, -74.17884798]",23/02/2015 14:46,,London,[{'to': 'newark'}]
5.69992E+17,negative,1,Bad Flight,0.6778,United,,ishowman,,0,united lovely new plane from lga to ord but no power outlets,,23/02/2015 14:45,New York,London,"[{'from': 'lga'}, {'from': 'lga', 'to': 'ord'}]"
5.69989E+17,neutral,1,,,United,,colbycaterina,,0,united the person is currently bettween gates 71a and 73 in lax,,23/02/2015 14:37,lalaland,Eastern Time (US & Canada),[{'to': 'lax'}]
5.69989E+17,neutral,1,,,United,,colbycaterina,,0,united i need the phone number to baggage claim in lax my mom left her phone and someone called saying they would put it there but on,,23/02/2015 14:34,lalaland,Eastern Time (US & Canada),[{'to': 'lax'}]
5.69983E+17,negative,1,Customer Service Issue,0.3507,United,,ryanaround,,0,united premier gold desk changes flight waives fees gives me wrong flight now jana acosta in salt lake refuses the same service angry,,23/02/2015 14:12,San Francisco,Pacific Time (US & Canada),[{'to': 'salt'}]
5.69971E+17,negative,1,Late Flight,0.7065,United,,tbird12lv,,0,united by the time i finally get to dallas i could have driven with less frustration and cheaper,,23/02/2015 13:23,Colorado,Mountain Time (US & Canada),[{'to': 'dallas'}]
5.69969E+17,negative,1,Lost Luggage,1,United,,PreyingMantis02,,1,united how can you not put my bag on plane to seattle flight 1212 waiting  in line to talk to someone about my bag status should matter,,23/02/2015 13:18,,,[{'to': 'seattle'}]
5.69967E+17,negative,1,Late Flight,1,United,,hooton,,0,united my flight was delayed due to maintenance in lit and caused me to miss my connection at iah to msy can you help,,23/02/2015 13:10,"Little Rock, AR",Central Time (US & Canada),"[{'to': 'lit'}, {'to': 'iah'}, {'from': 'iah', 'to': 'msy'}]"
5.69967E+17,negative,1,Cancelled Flight,1,United,,KeamBleam,,0,united unitedairlines pls fix aspenbaggagefail issues had to pay my own way to aspen after flight cancelled flight left us in the cold in den,,23/02/2015 13:09,"Harlem, NYC",Eastern Time (US & Canada),[{'to': 'den'}]
5.69967E+17,negative,0.6939,Cancelled Flight,0.3571,United,,Jim_Rehbein,,0,united in the process of recovering their car rental  condo rental  in florida they called united for an alternate flight noanswer,,23/02/2015 13:06,"Ottawa, Ontario",Eastern Time (US & Canada),[{'to': 'florida'}]
5.69963E+17,positive,0.6729,,,United,,CigarNate,,0,united ok i just submitted thanks for the opportunity to give feedback,,23/02/2015 12:51,"Nashville, TN",Central Time (US & Canada),[{'from': 'opportunity'}]
5.69961E+17,negative,1,Flight Booking Problems,0.6632,United,,berr_a,,0,united pedophile airline split myself and my 10 yr old daughter rows apart on flight 1254 to boston,,23/02/2015 12:44,,,[{'to': 'boston'}]
5.6996E+17,negative,1,Flight Attendant Complaints,0.6782,United,,aliasboogie,,3,united is doing musicians real dirty at lax ive never been blocked from getting on a flight with my bass,,23/02/2015 12:40,"New York City, NY",Eastern Time (US & Canada),[{'to': 'lax'}]
5.69957E+17,negative,1,Can't Tell,0.6919,United,,medictom,,0,united not a happy flyer  ua flight 1161 from sfo to cleveland  sunday 222  stay tuned for blog article from ,,23/02/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada),"[{'from': 'sfo'}, {'from': 'sfo', 'to': 'cleveland'}]"
5.69956E+17,positive,0.643,,0,United,,jbuhl35,,0,united flight 1491plane from sfo to den is basically on time,,23/02/2015 12:26,"Washington, DC",Atlantic Time (Canada),"[{'from': 'sfo'}, {'from': 'sfo', 'to': 'den'}]"
5.69956E+17,negative,1,Late Flight,1,United,,nfranco,,0,united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense will strand many of us overnight at ord due to missed cnxns,,23/02/2015 12:25,,Pacific Time (US & Canada),"[{'to': 'sfo'}, {'from': 'sfo'}, {'to': 'ord'}]"
5.69953E+17,positive,1,,,United,,JessicaLevin,,0,united please than robin at ewr premiere desk for helping me get on a an earlier flight she did the work  huge thanks,,23/02/2015 12:14,"Edison, NJ",Eastern Time (US & Canada),[{'to': 'ewr'}]
5.69947E+17,negative,1,Bad Flight,0.6883,United,,8629Fissile,,0,united i was told it was due to be on ua23 which flies direct to dublin so why did it go to london this is a complete shambles,,23/02/2015 11:47,,London,"[{'to': 'dublin'}, {'to': 'london'}]"
5.69947E+17,negative,1,Lost Luggage,0.6824,United,,sgad1983,,0,united 45 min at ewr baggage claim stillnobags ridiculous,,23/02/2015 11:47,,,[{'to': 'ewr'}]
5.69942E+17,negative,1,Late Flight,0.6803,United,,katiedonohue,,0,united on a standby to denver which has been delayed and a confirmed to aspen whose flights have been cancelled flighted all day 0 confidence,"[41.97745295, -87.91025951]",23/02/2015 11:27,Washington D.C.,Eastern Time (US & Canada),[{'to': 'denver'}]
5.69938E+17,negative,0.6506,Can't Tell,0.3535,United,,Austin_Grisham,,0,united woke up to notification flight moved 15 hrs early barely made flight then 3 hrs layover in sfo  wanted to hop on earlier option,,23/02/2015 11:12,PDX,Alaska,[{'to': 'sfo'}]
5.69937E+17,negative,1,longlines,1,United,,Nupe588,,0,united this is the line in denver to rebook due to weather issues do better ,,23/02/2015 11:07,,,"[{'to': 'denver'}, {'from': 'denver'}]"
5.69935E+17,neutral,0.6419,,0,United,,Lisa_Shaw777,,1,united i cant dm you so heres the confirmation  g8cvwj  please is there any way i can make it to kailua tonight thank you,,23/02/2015 11:02,Kona coast/Boston/Milan,Amsterdam,[{'to': 'kailua'}]
5.69933E+17,negative,1,Cancelled Flight,0.6598,United,,peskyspoll,,0,united  18 flights so far this year 13 delays including 2 cancelled flightations  late flightst reason crew needed mandatory sleep in mexico,"[29.98788997, -95.34470061]",23/02/2015 10:54,,Pacific Time (US & Canada),[{'to': 'mexico'}]
5.69932E+17,positive,1,,,United,,roxymtjoy,,0,united counter agents at rdu deserve a medal thankyou,,23/02/2015 10:48,Pittsburgh area,Eastern Time (US & Canada),[{'to': 'rdu'}]
5.69928E+17,negative,1,Cancelled Flight,1,United,,tmarsh83,,0,united no chance i wait in ord all afternoon for another flight after you screwed me hold 5396,,23/02/2015 10:34,"NEIN, London, or Maui. ",,[{'to': 'ord'}]
